kdrama_name,episodes,start_airing,end_airing,duration,score,scored_by,ranked,popularity,content_rating,watchers
The King in Love,40,2017-07-17,2017-09-19,35.0,7.7,4373.0,3685,1044,15+ - Teens 15 or older,13390
The King of Chudong Palace,27,1983-03-31,1983-07-01,60.0,10.0,1.0,99999,99999,Not Yet Rated,71
The King of Dramas,18,2012-11-05,2013-01-07,65.0,7.8,4897.0,3674,1265,15+ - Teens 15 or older,10963
The King of Pigs,12,2022-03-18,2022-04-22,55.0,8.7,3790.0,235,1151,18+ Restricted (violence & profanity),12193
"The King of Tears, Lee Bang-won",32,2021-12-11,2022-05-01,60.0,7.6,184.0,74696,6368,15+ - Teens 15 or older,1307
The King: Eternal Monarch,16,2020-04-17,2020-06-12,70.0,8.1,47923.0,1658,43,15+ - Teens 15 or older,94048
The King's Affection,20,2021-10-11,2021-12-14,70.0,8.3,20348.0,1069,220,15+ - Teens 15 or older,42970
"The King's Daughter, Soo Baek-hyang",108,2013-09-30,2014-03-14,30.0,8.2,1321.0,1379,2524,15+ - Teens 15 or older,5009
The King's Doctor,50,2012-10-01,2013-03-25,65.0,7.8,800.0,3057,4160,15+ - Teens 15 or older,2543
The King's Face,23,2014-11-19,2015-02-05,60.0,7.5,1468.0,5573,2189,15+ - Teens 15 or older,5879
The Kingdom of the Winds,16,2017-07-03,2017-08-22,70.0,7.4,38914.0,6490,61,15+ - Teens 15 or older,83862
The Lady in Dignity,20,2017-06-16,2017-08-19,60.0,8.1,2202.0,1550,1842,15+ - Teens 15 or older,7238
The Last Empress,52,2018-11-21,2019-02-21,35.0,7.9,9780.0,2425,486,15+ - Teens 15 or older,25110
The Last Match,16,1994-01-03,1994-02-22,65.0,7.5,59.0,76625,16590,Not Yet Rated,214
The Law Cafe,16,2022-09-05,2022-10-25,63.0,8.1,7922.0,1912,563,15+ - Teens 15 or older,22974
The Legend,20,2016-11-16,2017-01-25,60.0,8.3,60133.0,842,18,15+ - Teens 15 or older,125035
The Legend of the Blue Sea,20,2016-11-16,2017-01-25,60.0,8.3,60133.0,842,18,15+ - Teens 15 or older,125035
The Liar and His Lover,16,2017-03-20,2017-05-09,68.0,7.5,17946.0,5972,246,15+ - Teens 15 or older,40439
The Lies Within,16,2019-10-12,2019-12-01,60.0,7.9,3272.0,2513,1469,15+ - Teens 15 or older,9451
The Light in Your Eyes,12,2019-02-11,2019-03-19,60.0,8.2,8518.0,1531,468,15+ - Teens 15 or older,25710
The Love Is Coming,8,,,50.0,7.7,19346.0,3900,292,15+ - Teens 15 or older,36362
The Lover,12,2015-04-02,2015-06-25,50.0,7.5,8947.0,5833,557,18+ Restricted (violence & profanity),23179
The Man in the Mask,16,2015-05-20,2015-07-09,70.0,7.0,1053.0,8519,3335,Not Yet Rated,3496
The Master of Revenge,20,2016-04-27,2016-06-30,63.0,7.5,690.0,5753,4081,15+ - Teens 15 or older,2620
The Merchant,90,1976-10-18,1977-01-29,25.0,4.0,1.0,99999,99999,Not Yet Rated,10
The Merchant: Gaekju 2015,41,2015-09-23,2016-02-18,60.0,7.2,331.0,7729,5340,Not Yet Rated,1726
The Miracle,12,2016-12-12,2016-12-23,15.0,7.1,7157.0,8140,1091,15+ - Teens 15 or older,12900
The Miracle We Met,18,2018-04-02,2018-05-29,60.0,8.0,1826.0,2109,2116,15+ - Teens 15 or older,6139
The Most Beautiful Goodbye,4,2017-12-09,2017-12-17,70.0,8.2,612.0,1521,3621,15+ - Teens 15 or older,3118
The Musical,15,2011-09-02,2011-12-16,65.0,6.5,2249.0,9261,2697,15+ - Teens 15 or older,4625
The Mysterious Class,8,2021-11-12,2021-12-31,20.0,8.4,2600.0,751,1960,Not Yet Rated,6748
The Noblesse,114,2014-01-13,2014-07-04,40.0,7.3,124.0,79083,9692,15+ - Teens 15 or older,628
The One and Only,16,2021-12-20,2022-02-08,70.0,7.9,3678.0,2927,952,15+ - Teens 15 or older,14804
The Package,12,2017-10-13,2017-11-18,60.0,8.1,6289.0,1903,805,15+ - Teens 15 or older,17056
The Penthouse: War in Life,21,2020-10-26,2021-01-05,85.0,8.7,24379.0,217,166,15+ - Teens 15 or older,51680
The Princess' Man,24,2011-07-20,2011-10-06,65.0,8.4,8545.0,597,620,15+ - Teens 15 or older,21108
The Producers,12,2015-05-15,2015-06-20,85.0,7.5,15233.0,5604,274,15+ - Teens 15 or older,37736
The Promise,102,2016-02-01,2016-06-24,35.0,7.7,1000.0,4263,3545,15+ - Teens 15 or older,3212
The Queen of Office,16,2013-04-01,2013-05-21,70.0,7.4,819.0,6364,3864,13+ - Teens 13 or older,2845
The Queen's Classroom,16,2013-06-12,2013-08-01,65.0,7.9,1580.0,2479,2903,15+ - Teens 15 or older,4192
The Real Has Come!,50,2023-03-25,2023-09-10,80.0,7.5,2942.0,5777,1179,15+ - Teens 15 or older,11819
The Rebel,30,2017-01-30,2017-05-16,60.0,8.5,5295.0,456,818,15+ - Teens 15 or older,16773
The Red Sleeve,17,2021-11-12,2022-01-01,80.0,8.8,16223.0,136,277,15+ - Teens 15 or older,37603
The Reputable Family,16,2010-01-02,2010-02-21,50.0,7.0,75.0,84616,14028,15+ - Teens 15 or older,304
The Return of Hwang Geum-bok,125,2015-06-08,2015-12-11,40.0,7.1,48.0,82078,12405,Not Yet Rated,390
The Rich Son,100,2018-03-25,2018-10-07,30.0,7.5,517.0,5739,3521,15+ - Teens 15 or older,3242
The Road Home,120,2009-01-12,2009-06-26,33.0,6.8,76.0,86190,13581,Not Yet Rated,326
The Road: The Tragedy of One,12,2021-08-04,2021-09-09,80.0,7.3,589.0,6903,4189,15+ - Teens 15 or older,2524
The Royal Gambler,24,2016-03-28,2016-06-14,75.0,7.7,2619.0,3704,1696,15+ - Teens 15 or older,8008
The Running Mates: Human Rights,14,2019-09-18,2019-10-31,60.0,7.4,282.0,6391,6643,15+ - Teens 15 or older,1223
The Scandal,36,2013-06-29,2013-10-27,64.0,7.7,986.0,3999,3538,15+ - Teens 15 or older,3220
The Scholar Who Walks the Night,20,2015-07-08,2015-09-10,60.0,7.8,13049.0,3604,299,15+ - Teens 15 or older,35698
The School Nurse Files,6,,,51.0,7.2,10391.0,7382,530,15+ - Teens 15 or older,23652
The Second Husband,150,2021-08-09,2022-04-05,35.0,7.6,768.0,4853,3515,15+ - Teens 15 or older,3247
The Secret House,124,2022-04-11,2022-10-10,30.0,7.2,161.0,80769,6139,15+ - Teens 15 or older,1387
The Secret Life of My Secretary,32,2019-05-06,2019-06-25,35.0,8.0,23830.0,2142,157,15+ - Teens 15 or older,53000
The Secret Lovers,20,2005-08-29,2005-11-01,65.0,6.8,118.0,86400,11984,15+ - Teens 15 or older,417
The Secret of Birth,18,2013-04-27,2013-06-23,65.0,7.4,593.0,6392,4763,15+ - Teens 15 or older,2060
The Secret of My Love,100,2017-09-18,2018-02-09,34.0,7.0,147.0,83638,9454,15+ - Teens 15 or older,657
The Secret Romantic Guesthouse,18,2023-03-20,2023-05-16,70.0,8.2,3084.0,1343,1263,15+ - Teens 15 or older,10995
The Silent Sea,8,,,50.0,8.1,15303.0,1592,383,15+ - Teens 15 or older,29766
The Slingshot,8,,,50.0,8.9,45679.0,77,96,18+ Restricted (violence & profanity),70671
The Smile Has Left Your Eyes,16,2018-10-03,2018-11-22,64.0,8.3,20139.0,1120,134,15+ - Teens 15 or older,57372
The Snow Queen,6,2019-12-09,2019-12-25,10.0,7.3,28.0,79322,12460,13+ - Teens 13 or older,387
The Sound of Magic,6,,,70.0,8.3,23162.0,1043,192,15+ - Teens 15 or older,46869
The Sound of Your Heart,20,2016-11-07,2016-11-28,15.0,8.3,7927.0,1014,766,15+ - Teens 15 or older,17945
The Spies Who Loved Me,16,2020-10-21,2020-12-17,70.0,7.5,2973.0,5785,1228,15+ - Teens 15 or older,11333
The Story of Kang-goo,12,,,,,,37517,3745,Not Yet Rated,2962
The Suspicious Housekeeper,20,2013-09-23,2013-11-26,65.0,7.7,3738.0,4225,1508,15+ - Teens 15 or older,9179
The Tale of Nokdu,32,2019-09-30,2019-11-25,33.0,8.3,22536.0,932,138,15+ - Teens 15 or older,56896
The Third Charm,16,2018-09-28,2018-11-17,75.0,6.7,5438.0,8942,835,15+ - Teens 15 or older,16369
The Third Hospital,20,2012-09-05,2012-11-08,45.0,7.5,665.0,5459,5481,Not Yet Rated,1661
The Three Musketeers,12,2014-08-17,2014-11-02,72.0,7.9,2782.0,2580,1565,15+ - Teens 15 or older,8782
The Three Witches,12,2018-07-25,2018-08-30,60.0,7.5,8841.0,5508,604,15+ - Teens 15 or older,21549
The Time,16,2015-06-27,2015-08-16,64.0,7.4,7880.0,6069,697,15+ - Teens 15 or older,19275
The Time We Were Not in Love,16,2015-06-27,2015-08-16,64.0,7.4,7880.0,6069,697,15+ - Teens 15 or older,19275
The Uncanny Counter,16,2020-11-28,2021-01-24,70.0,8.8,43929.0,131,63,15+ - Teens 15 or older,83176
The Undateables,32,2018-05-23,2018-07-19,35.0,7.5,5829.0,5415,896,15+ - Teens 15 or older,15618
The Vampire Detective,12,2016-03-27,2016-06-12,61.0,7.4,4749.0,6070,939,Not Yet Rated,14976
The Veil,12,2021-09-17,2021-10-23,70.0,8.3,6114.0,872,842,15+ - Teens 15 or older,16279
The Village: Achiara's Secret,16,2015-10-07,2015-12-03,65.0,7.8,4911.0,3618,1127,15+ - Teens 15 or older,12461
The Virtual Bride,12,2015-08-17,2015-09-22,75.0,7.3,1939.0,7233,2863,Not Yet Rated,4274
The Virus,10,2013-03-01,2013-05-03,60.0,7.4,718.0,6063,4342,Not Yet Rated,2406
The Wedding Scheme,16,2012-04-02,2012-05-22,45.0,7.0,1115.0,8302,4164,Not Yet Rated,2539
The Wind Blows,16,2019-05-27,2019-07-16,70.0,7.9,757.0,2780,3926,15+ - Teens 15 or older,2790
The Witch's Diner,8,2021-07-16,2021-08-13,44.0,8.1,8822.0,1881,618,15+ - Teens 15 or older,21182
The World of the Married,16,2020-03-27,2020-05-16,80.0,8.4,16442.0,694,226,18+ Restricted (violence & profanity),42389
The Worst of Evil,12,2023-09-27,2023-10-25,53.0,8.4,537.0,686,1086,18+ Restricted (violence & profanity),12925
Thirty-Nine,12,2022-02-16,2022-03-31,78.0,8.2,10852.0,1443,465,15+ - Teens 15 or older,25809
This Is My Love,16,2015-05-29,2015-07-18,65.0,7.8,5000.0,3549,1125,15+ - Teens 15 or older,12496
Thousand Years of Love,10,2016-12-05,2016-12-23,20.0,7.5,2514.0,5314,1932,13+ - Teens 13 or older,6842
Three Bold Siblings,51,2022-09-24,2023-03-19,70.0,7.3,569.0,6824,3901,15+ - Teens 15 or older,2813
Three Color Fantasy,21,2017-02-16,2017-03-02,10.0,7.3,3056.0,6710,1638,15+ - Teens 15 or older,8342
Queen of the Ring,21,2017-03-06,2017-03-24,10.0,7.9,13156.0,2634,401,15+ - Teens 15 or older,28744
Romance Full of Life,21,2017-02-16,2017-03-02,10.0,7.3,3056.0,6710,1638,15+ - Teens 15 or older,8342
The Universe's Star,12,2020-07-11,2020-08-16,60.0,8.4,7673.0,729,670,15+ - Teens 15 or older,19882
Three Days,16,2014-03-05,2014-05-01,60.0,7.7,2909.0,4356,1822,Not Yet Rated,7318
Three Friends,58,2000-02-14,2001-04-09,53.0,7.7,18.0,72498,99999,Not Yet Rated,82
Three Sisters,123,2010-04-19,2010-10-27,40.0,7.3,22.0,79732,14783,Not Yet Rated,273
Thrice Married Woman,40,2013-11-09,2014-03-30,65.0,6.6,307.0,9132,6722,Not Yet Rated,1200
Through the Darkness,12,2022-01-14,2022-03-12,70.0,8.8,7265.0,177,768,18+ Restricted (violence & profanity),17875
Times,12,2021-02-20,2021-03-28,60.0,7.7,1356.0,4144,2711,15+ - Teens 15 or older,4584
To My Beloved,16,2012-06-27,2012-08-16,70.0,6.9,387.0,8526,5734,15+ - Teens 15 or older,1553
To the Beautiful You,16,2012-08-15,2012-10-04,64.0,7.6,33169.0,5108,120,15+ - Teens 15 or older,60966
Today's Webtoon,16,2022-07-29,2022-09-17,70.0,7.9,6751.0,2546,622,15+ - Teens 15 or older,21016
"Toji, the Land",52,2004-11-27,2005-05-22,60.0,7.2,21.0,81701,99999,Not Yet Rated,174
Tokyo Sun Shower,4,2008-06-02,2008-06-10,60.0,7.1,146.0,82217,11926,15+ - Teens 15 or older,421
Tomorrow,16,2022-04-01,2022-05-21,60.0,8.9,35822.0,104,95,15+ - Teens 15 or older,71031
Tomorrow Boy,5,2016-03-28,2016-04-25,16.0,7.0,1177.0,8397,3478,Not Yet Rated,3300
"Tomorrow, with You",16,2017-02-03,2017-03-25,60.0,8.0,16575.0,2212,215,15+ - Teens 15 or older,44050
Top Management,16,2018-10-31,2018-11-16,30.0,7.6,4776.0,4973,816,G - All Ages,16787
Top Star U-back,11,2018-11-16,2019-01-25,80.0,7.6,1670.0,4726,2533,15+ - Teens 15 or older,4990
Touch,16,2020-01-03,2020-02-22,63.0,7.3,2497.0,6958,1832,15+ - Teens 15 or older,7279
Touch Your Heart,16,2019-02-06,2019-03-28,70.0,8.3,45533.0,1118,44,15+ - Teens 15 or older,92857
Tracer,8,2022-01-07,2022-01-29,60.0,7.9,1011.0,2551,2126,15+ - Teens 15 or older,6099
Train,12,2020-07-11,2020-08-16,60.0,8.4,7673.0,729,670,15+ - Teens 15 or older,19882
Trap,7,2019-02-09,2019-03-03,70.0,7.9,1558.0,2958,2755,15+ - Teens 15 or older,4489
Tree of Heaven,105,1984-01-09,1985-02-26,62.0,6.8,5.0,86672,99999,Not Yet Rated,58
Triangle,26,2014-05-05,2014-07-29,60.0,7.6,3177.0,4661,1345,15+ - Teens 15 or older,10284
Trio,17,2002-11-06,2003-01-02,,6.0,1.0,99999,99999,Not Yet Rated,55
Triple,8,2019-08-01,2019-09-19,10.0,7.4,235.0,6667,7524,13+ - Teens 13 or older,993
Trolley,16,2022-12-19,2023-02-14,60.0,7.7,1329.0,3975,2625,15+ - Teens 15 or older,4791
True Beauty,16,2020-12-09,2021-02-04,75.0,8.3,67786.0,918,23,15+ - Teens 15 or older,120012
Tunnel,0,,,,,,99999,99999,Not Yet Rated,51
Twelve Nights,12,2018-10-12,2018-12-28,75.0,7.3,1364.0,6685,2562,15+ - Teens 15 or older,4941
Twenty-Five Twenty-One,16,2022-02-12,2022-04-03,75.0,8.8,42095.0,139,74,15+ - Teens 15 or older,78933
Twinkle Twinkle,26,2015-01-17,2015-04-12,70.0,7.1,729.0,7914,4137,Not Yet Rated,2566
Two Cops,32,2017-11-27,2018-01-16,35.0,7.8,5609.0,3193,928,15+ - Teens 15 or older,15122
Two Mothers,102,2014-06-03,2014-11-07,35.0,7.1,179.0,82757,9731,Not Yet Rated,624
Two Outs in the Ninth Inning,16,2013-08-07,2013-09-26,68.0,8.5,9614.0,574,546,15+ - Teens 15 or older,23357
Two Weeks,16,2013-08-07,2013-09-26,68.0,8.5,9614.0,574,546,15+ - Teens 15 or older,23357
Two Wives,120,2009-05-04,2009-10-30,40.0,7.0,64.0,84033,14235,Not Yet Rated,295
Two Women's Room,119,2013-08-05,2014-01-17,40.0,7.2,69.0,80444,12153,Not Yet Rated,406
Ugly Alert,133,2013-05-20,2013-11-29,35.0,8.3,2164.0,874,1662,15+ - Teens 15 or older,8190
Ugly Miss Young-ae,20,2016-10-31,2017-01-03,60.0,7.3,13.0,80050,99999,15+ - Teens 15 or older,146
Unasked Family,123,2019-10-28,2020-04-17,30.0,7.5,287.0,5726,7600,15+ - Teens 15 or older,977
Uncle,16,2021-12-11,2022-01-30,70.0,8.2,1216.0,1530,3136,15+ - Teens 15 or older,3791
Uncanny Counter,12,2023-07-29,2023-09-03,70.0,8.4,8532.0,735,380,15+ - Teens 15 or older,30104
Uncontrollably Fond,20,2016-07-06,2016-09-08,60.0,8.1,32614.0,1780,88,15+ - Teens 15 or older,75165
Under the Queen's Umbrella,16,2022-10-15,2022-12-04,70.0,9.0,11670.0,45,461,15+ - Teens 15 or older,25954
Undercover,16,2021-04-23,2021-06-12,75.0,8.0,1395.0,2283,1961,15+ - Teens 15 or older,6741
Unkind Ladies,24,2015-02-25,2015-05-14,70.0,7.5,756.0,5842,4203,Not Yet Rated,2518
Unknown Woman,102,2017-04-24,2017-09-15,35.0,7.4,362.0,6486,6916,15+ - Teens 15 or older,1146
Unlock My Boss,12,2022-12-07,2023-01-12,60.0,8.0,5241.0,2197,1067,15+ - Teens 15 or older,13125
Unstoppable Marriage,140,2007-11-05,2008-05-30,40.0,7.3,146.0,79628,9115,15+ - Teens 15 or older,702
Until the Azalea Blooms,8,1998-01-05,1998-01-28,,4.0,1.0,99999,99999,Not Yet Rated,22
Untouchable,16,2017-11-24,2018-01-20,60.0,7.3,887.0,6764,3162,15+ - Teens 15 or older,3747
Vagabond,16,2019-09-20,2019-11-23,70.0,8.5,35766.0,509,78,15+ - Teens 15 or older,78248
Vampire Idol,79,2011-12-05,2012-03-30,30.0,7.3,437.0,6949,3435,Not Yet Rated,3366
Vampire Prosecutor,12,2011-10-02,2011-12-18,58.0,8.1,5504.0,1548,1008,15+ - Teens 15 or older,14012
Vengeance of the Bride,102,2022-10-10,2023-03-09,40.0,7.3,322.0,7007,5804,15+ - Teens 15 or older,1522
Vigilante,8,,,,,,37069,2167,15+ - Teens 15 or older,5967
Vincenzo,20,2021-02-20,2021-05-02,85.0,8.9,73094.0,75,17,15+ - Teens 15 or older,130655
Voice,16,2017-01-14,2017-03-12,60.0,8.5,16543.0,506,282,15+ - Teens 15 or older,37224
W,16,2016-07-20,2016-09-14,60.0,8.5,90542.0,490,7,15+ - Teens 15 or older,169082
Wang's Family,50,2013-08-31,2014-02-16,64.0,7.5,961.0,5587,4367,Not Yet Rated,2383
Want a Taste?,124,2019-11-12,2020-05-01,30.0,7.1,165.0,83398,9475,15+ - Teens 15 or older,654
Wanted,16,2016-06-22,2016-08-18,60.0,7.7,1953.0,4323,2190,15+ - Teens 15 or older,5879
War of Money,20,2007-05-16,2007-07-19,70.0,7.2,289.0,7762,8963,15+ - Teens 15 or older,726
Warm and Cozy,16,2015-05-13,2015-07-02,60.0,7.5,9347.0,5848,656,15+ - Teens 15 or older,20274
Warrior Baek Dong-soo,29,2011-07-04,2011-10-10,65.0,8.1,4805.0,1746,967,15+ - Teens 15 or older,14595
Was It Love?,16,2020-07-08,2020-09-02,70.0,7.3,8952.0,6888,708,15+ - Teens 15 or older,18810
Watcher,16,2019-07-06,2019-08-25,65.0,8.3,4780.0,1140,870,15+ - Teens 15 or older,15906
We Are Dating Now,16,2002-01-16,2002-03-07,60.0,6.9,417.0,8643,6335,15+ - Teens 15 or older,1324
Weak Hero Class 1,8,,,40.0,9.1,27268.0,17,148,18+ Restricted (violence & profanity),54087
We Broke Up,10,2015-06-29,2015-07-17,15.0,7.3,3531.0,7126,1786,Not Yet Rated,7502
Wedding,18,2005-08-23,2005-10-25,65.0,7.1,371.0,8206,8075,15+ - Teens 15 or older,879
Wednesday 3:30 PM,15,2017-05-31,2017-06-14,20.0,7.9,8937.0,2809,746,15+ - Teens 15 or older,18300
Weightlifting Fairy Kim Bok-joo,16,2016-11-16,2017-01-11,60.0,8.8,99627.0,155,3,15+ - Teens 15 or older,178127
Welcome,12,2022-05-23,2022-06-15,38.0,7.1,2039.0,8189,2180,15+ - Teens 15 or older,5928
Welcome 2 Life,32,2019-08-05,2019-09-24,35.0,8.2,3229.0,1225,1302,15+ - Teens 15 or older,10638
Welcome Rain to My Life,106,2012-04-02,2012-08-31,40.0,7.4,36.0,77255,13405,Not Yet Rated,335
Welcome to Samdal-ri,16,,,70.0,,,37443,3238,15+ - Teens 15 or older,3640
Welcome to Waikiki,16,2019-03-25,2019-05-14,70.0,8.1,10771.0,1644,454,15+ - Teens 15 or older,26216
Welcome to Waikiki 2,16,2019-03-25,2019-05-14,70.0,8.1,10771.0,1644,454,15+ - Teens 15 or older,26216
Welcome to Wedding Hell,12,2022-05-23,2022-06-15,38.0,7.1,2039.0,8189,2180,15+ - Teens 15 or older,5928
West Palace,52,1995-07-03,1995-12-26,65.0,7.6,14.0,74693,99999,Not Yet Rated,153
What Happens to My Family?,53,2014-08-16,2015-02-15,65.0,8.2,5351.0,1261,954,15+ - Teens 15 or older,14764
What's for Dinner?,106,2009-05-25,2009-10-23,55.0,6.9,19.0,84934,99999,15+ - Teens 15 or older,185
What's Up,16,2006-09-20,2006-11-09,70.0,7.3,2503.0,6975,2394,15+ - Teens 15 or older,5279
What's Up Fox,16,2006-09-20,2006-11-09,70.0,7.3,2503.0,6975,2394,15+ - Teens 15 or older,5279
What's Wrong with Secretary Kim,16,2018-06-06,2018-07-26,69.0,8.5,93551.0,481,5,15+ - Teens 15 or older,171409
When a Man Falls in Love,20,2013-04-03,2013-06-06,65.0,6.8,4583.0,8879,1281,15+ - Teens 15 or older,10810
When I Was the Most Beautiful,32,2020-08-19,2020-10-15,35.0,6.7,1877.0,8945,1776,15+ - Teens 15 or older,7546
When My Love Blooms,16,2020-04-25,2020-06-14,60.0,7.8,4783.0,3219,916,15+ - Teens 15 or older,15328
When the Camellia Blooms,40,2019-09-18,2019-11-21,35.0,8.4,24048.0,669,137,15+ - Teens 15 or older,57034
When the Devil Calls Your Name,16,2019-07-31,2019-09-19,75.0,7.9,3469.0,2466,1000,15+ - Teens 15 or older,14130
When the Weather Is Fine,16,2020-02-24,2020-04-21,60.0,8.2,17585.0,1313,185,15+ - Teens 15 or older,48414
When Women Powder Twice,65,2011-12-05,2012-03-07,35.0,7.0,4.0,84072,99999,Not Yet Rated,108
Where Stars Land,32,2018-10-01,2018-11-26,30.0,7.9,14954.0,2916,289,15+ - Teens 15 or older,36659
Where Your Eyes Linger,8,2020-05-22,2020-06-12,10.0,8.0,31776.0,2369,156,13+ - Teens 13 or older,53053
Which Star Are You From,16,2006-03-13,2006-05-02,65.0,7.4,1388.0,6320,3574,15+ - Teens 15 or older,3173
While You Were Sleeping,120,2011-05-16,2011-11-09,33.0,7.7,341.0,3894,5247,13+ - Teens 13 or older,1761
Whisper,17,2017-03-27,2017-05-23,60.0,7.7,2947.0,4167,1562,15+ - Teens 15 or older,8789
White Lie,159,2008-12-01,2009-07-10,35.0,7.0,123.0,83462,11201,Not Yet Rated,479
White Nights 3.98,20,1998-08-31,1998-11-03,,8.0,12.0,69545,99999,Not Yet Rated,131
Who Are You?,16,2013-07-29,2013-09-17,45.0,7.6,8588.0,4502,643,Not Yet Rated,20508
Why Her,16,2022-06-03,2022-07-23,70.0,8.1,10586.0,1636,357,15+ - Teens 15 or older,31568
Wife Returns,116,2009-11-02,2010-04-16,35.0,7.4,21.0,78467,99999,Not Yet Rated,172
Wild Romance,16,2012-01-04,2012-02-23,65.0,7.4,6416.0,6088,1077,Not Yet Rated,13017
Witch at Court,16,2017-10-09,2017-11-28,60.0,8.1,7238.0,1892,823,15+ - Teens 15 or older,16689
Witch Yoo Hee,0,,,,,,37283,10121,Not Yet Rated,582
Witch's Love,16,2014-04-14,2014-06-10,60.0,7.9,12674.0,2506,416,15+ - Teens 15 or older,28099
Wok of Love,38,2018-05-07,2018-07-17,35.0,8.0,12923.0,2258,385,15+ - Teens 15 or older,29663
Woman in a Veil,103,2023-03-14,2023-08-04,40.0,7.0,158.0,83735,8092,15+ - Teens 15 or older,876
Woman of 9.9 Billion,32,2019-12-04,2020-01-23,35.0,7.5,1161.0,5260,3056,15+ - Teens 15 or older,3934
"Woman of Matchless Beauty, Park Jung-geum",52,2008-02-02,2008-08-03,70.0,6.5,20.0,88797,15031,Not Yet Rated,264
Woman with a Suitcase,16,2016-09-26,2016-11-15,60.0,7.5,1258.0,5420,3244,15+ - Teens 15 or older,3625
Women in the Sun,20,2008-05-28,2008-07-31,68.0,7.3,401.0,7147,7449,Not Yet Rated,1009
Wonderful Days,50,2014-02-22,2014-08-10,65.0,7.5,1051.0,5888,3259,Not Yet Rated,3606
Wonderful Life,127,2020-06-29,2021-01-08,35.0,6.8,180.0,86711,8327,15+ - Teens 15 or older,834
Wonderful Mama,48,2013-04-13,2013-09-22,70.0,7.3,459.0,6997,5390,Not Yet Rated,1701
Woori the Virgin,14,2022-05-09,2022-06-21,70.0,6.4,5583.0,9288,920,15+ - Teens 15 or older,15223
"Work Later, Drink Now",12,2022-12-09,2023-01-13,38.0,8.1,2267.0,1578,2188,18+ Restricted (violence & profanity),5884
Working Mom,16,2008-07-30,2008-09-18,60.0,7.2,15.0,80594,99999,Not Yet Rated,187
Working Mom Parenting Daddy,120,2016-05-09,2016-11-11,30.0,7.6,77.0,74823,11794,15+ - Teens 15 or older,432
Wuri's Family,20,2001-11-09,2002-03-29,55.0,7.3,46.0,78736,15907,Not Yet Rated,234
XX,10,2020-01-24,2020-02-21,25.0,8.2,6567.0,1239,898,15+ - Teens 15 or older,15580
Yeon Gaesomun,100,2006-07-08,2007-07-17,65.0,7.4,14.0,77146,16900,15+ - Teens 15 or older,205
Yeonnam-dong 539,12,2018-01-10,2018-03-28,60.0,7.2,19.0,80386,16059,13+ - Teens 13 or older,230
YG Future Strategy Office,8,,,25.0,7.2,1365.0,7788,3813,15+ - Teens 15 or older,2898
Yonder,6,2022-10-14,2022-10-21,30.0,7.5,577.0,5596,3839,15+ - Teens 15 or older,2867
Yong-pal,18,2015-08-05,2015-10-01,65.0,7.8,11946.0,3464,489,15+ - Teens 15 or older,25026
You and I,58,1997-10-11,1998-04-26,,7.9,10.0,70448,99999,Not Yet Rated,145
You Are a Gift,111,2016-06-13,2016-11-24,40.0,6.8,85.0,86213,12156,Not Yet Rated,406
You Are My Destiny,20,2014-07-02,2014-09-04,60.0,8.1,31023.0,1557,124,15+ - Teens 15 or older,60184
You Are My Spring,16,2021-07-05,2021-08-24,70.0,8.0,8242.0,2000,635,15+ - Teens 15 or older,20679
You Are the Best!,50,2013-03-09,2013-08-25,67.0,7.4,6204.0,6120,962,Not Yet Rated,14669
You Are the Boss!,108,2013-05-06,2013-10-04,40.0,7.3,13.0,78745,16419,15+ - Teens 15 or older,219
You Are the Only One,120,2014-11-24,2015-05-08,35.0,7.3,231.0,7002,8014,Not Yet Rated,891
You Are Too Much,50,2017-03-04,2017-08-27,67.0,7.0,227.0,8475,6014,15+ - Teens 15 or older,1433
You Don't Know Women,109,2010-08-02,2010-12-31,40.0,7.3,46.0,78730,16644,Not Yet Rated,213
You Drive Me Crazy,13,2017-04-17,2017-05-30,60.0,7.6,45207.0,4751,64,15+ - Teens 15 or older,82719
You're All Surrounded,20,2014-05-07,2014-07-17,60.0,8.2,19833.0,1459,232,15+ - Teens 15 or older,41562
You're Beautiful,16,2009-10-07,2009-11-26,65.0,8.0,52589.0,2087,55,15+ - Teens 15 or older,86814
You're Only Mine,121,2014-01-20,2014-07-18,40.0,7.1,30.0,82763,13564,Not Yet Rated,327
Young Lady and Gentleman,52,2021-09-25,2022-03-27,70.0,7.2,4922.0,7435,1062,15+ - Teens 15 or older,13203
Your Honor,0,,,,,,99999,99999,Not Yet Rated,85
Your House Helper,32,2018-07-04,2018-08-29,30.0,7.8,3908.0,3225,1351,15+ - Teens 15 or older,10224
Your Lady,120,2013-02-18,2013-08-05,35.0,7.2,54.0,81887,11510,Not Yet Rated,455
Your Neighbor's Wife,22,2013-10-14,2013-12-24,60.0,7.4,70.0,78214,11088,15+ - Teens 15 or older,488
Youth,24,,,,,,36867,3549,15+ - Teens 15 or older,3205
Youth of May,12,2021-05-03,2021-06-08,70.0,8.8,18107.0,173,178,15+ - Teens 15 or older,49141
Yumi's Cells,14,2022-06-10,2022-07-22,65.0,8.3,9628.0,876,595,15+ - Teens 15 or older,21680
Zombie Detective,24,2020-09-21,2020-10-27,30.0,8.2,8634.0,1507,607,15+ - Teens 15 or older,21519
