Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
"['historical', 'romance', 'drama']","['cross-dressing', 'joseon dynasty', 'hidden identity', 'gender bender', 'first love', 'royalty', 'strong female lead', 'nice male lead', 'death', 'cold female lead ']",South Korea,20,"Oct 11, 2021","Dec 14, 2021","['monday', 'tuesday']","['KBS2', 'Netflix']",70,8.3,20320,1073,220,15+ - Teens 15 or older,"42,912","['Park Eun Bin', 'Rowoon', 'Nam Yoon Su', 'Choi Byung Chan', 'Bae Yoon Kyung', 'Jung Chae Yeon']",['Netflix'],The King's Affection,7.9,"4,894",
"['historical', 'romance', 'drama']","['stolen identity', 'prince male lead', ""sisters' relationship"", 'historical fiction', 'royalty', 'sword-fight', 'father-daughter relationship', 'strong female lead', 'identity swap', 'baekje dynasty ']",South Korea,108,"Sep 30, 2013","Mar 14, 2014","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],30,8.2,1320,1384,2524,15+ - Teens 15 or older,"5,005","['Seo Hyun Jin', 'Jo Hyun Jae', 'Seo Woo', 'Lee Jae Ryong', 'Jeon Tae Soo', 'Im Se Mi']",[],"The King's Daughter, Soo Baek-hyang",N/A,N/A,N/A
"['historical', 'romance', 'drama', 'medical']","['veterinarian male lead', 'childhood acquaintance', 'smart female lead', 'smart male lead', 'blood ']",South Korea,50,"Oct  1, 2012","Mar 25, 2013","['monday', 'tuesday']",['MBC'],65,7.8,800,3056,4159,15+ - Teens 15 or older,"2,543","['Cho Seung Woo', 'Lee Yo Won', 'Kim So Eun', 'Son Chang Min', 'Yoo  Sun', 'Lee Sang Woo']",['Kocowa'],The King's Doctor,N/A,N/A,N/A
"['action', 'thriller', 'historical', 'romance']","['physiognomy', 'gwanghae', 'nice male lead', 'joseon dynasty', 'suspense', 'cross-dressing', 'historical figure', 'historical fiction', 'strong female lead', 'political ']",South Korea,23,"Nov 19, 2014","Feb  5, 2015","['wednesday', 'thursday']",['KBS2'],60,7.5,1468,5565,2189,15+ - Teens 15 or older,"5,877","['Seo In Guk', 'Lee Sung Jae', 'Jo Yoon Hee', 'Shin Sung Rok', 'Kim Gyu Ri', 'Im Ji Eun']","['Kocowa', 'Viki']",The King's Face,6.9,144,
"['comedy', 'romance', 'drama', 'fantasy']","['interspecies romance', 'steamy kiss', 'supernatural power', 'poor female lead', 'eccentric male lead', 'tragic past', 'arrogant male lead', 'healing', 'elemental power', 'orphan female lead ']",South Korea,16,"Jul  3, 2017","Aug 22, 2017","['monday', 'tuesday']",['tvN'],70,7.4,38890,6490,62,15+ - Teens 15 or older,"83,807","['Shin Sae Kyeong', 'Nam Joo Hyuk', 'Im Joo Hwan', 'Krystal Jung', 'Gong Myung', 'Park Kyu Sun']","['WeTV', 'Netflix', 'K-DRAMA', 'Apple TV', 'iQIYI', 'Viki']",The Kingdom of the Winds,7.6,"1,253",
"['thriller', 'mystery', 'romance', 'drama']","['strong female lead', 'fortune teller supporting character', 'protective female lead', 'female centered plot', 'married female lead', 'mistress female lead', 'fashion designer female lead', 'assault', 'caregiver female lead', 'artist supporting character ']",South Korea,20,"Jun 16, 2017","Aug 19, 2017","['friday', 'saturday']",['jTBC'],60,8.1,2202,1549,1842,15+ - Teens 15 or older,"7,237","['Kim Hee Sun', 'Kim Sun Ah', 'Jung Sang Hoon', 'Lee Tae Im', 'Lee Ki Woo', 'Yoo Seo Jin']",[],The Lady in Dignity,7.5,319,
"['action', 'thriller', 'mystery', 'romance']","['revenge', 'hidden identity', 'double identity', 'murder', 'character development', 'suspense', 'gaslighting', 'brainwashing', 'alternate reality', 'unrequited love ']",South Korea,52,"Nov 21, 2018","Feb 21, 2019","['wednesday', 'thursday']",['SBS'],35,7.9,9775,2423,484,15+ - Teens 15 or older,"25,095","['Jang Na Ra', 'Shin Sung Rok', 'Choi Jin Hyuk', 'Lee Elijah', 'Shin Eun Kyung', 'Yoon So Yi']","['Viki', 'Kocowa', 'SBS World', 'iQIYI']",The Last Empress,7.1,699,
"['romance', 'youth', 'sports']","['student female lead', 'student male lead', 'school setting', 'young adult female lead', 'young adult male lead', 'friends to enemies', 'university', 'basketball', 'friendship ']",South Korea,16,"Jan  3, 1994","Feb 22, 1994","['monday', 'tuesday']",['MBC'],65,7.5,59,49433,16587,Not Yet Rated,214,"['Jang Dong Gun', 'Son Ji Chang', 'Shim Eun Ha', 'Lee Sang Ah', 'Shin Eun Kyung', 'Lee Jong Won']",[],The Last Match,N/A,N/A,N/A
"['comedy', 'law', 'romance']","['lawyer female lead', 'smart female lead', 'friends to lovers', 'former prosecutor male lead', 'adapted from a web novel', 'café setting', 'long time friends', 'secret crush', 'healing', 'smart male lead ']",South Korea,16,"Sep  5, 2022","Oct 25, 2022","['monday', 'tuesday']","['KBS2', 'Viki', 'ViuTV']",63,8.1,7914,1910,562,15+ - Teens 15 or older,"22,952","['Lee Seung Gi', 'Lee Se Young', 'Oh Dong Min', 'Kim Nam Hee', 'Kim Seul Gi', 'Ahn Dong Goo']","['Viki', 'Kocowa']",The Law Cafe,7.4,865,
"['comedy', 'romance', 'drama', 'fantasy']","['naive female lead', 'interspecies romance', 'evil stepmother', 'cohabitation', 'first love', 'greed', 'eccentric female lead', 'hidden identity', 'fated love', 'mother-son relationship ']",South Korea,20,"Nov 16, 2016","Jan 25, 2017","['wednesday', 'thursday']",['SBS'],60,8.3,60099,838,18,15+ - Teens 15 or older,"124,957","['Lee Min Ho', 'Jun Ji Hyun', 'Park Ji Il', 'Lee Hee Joon', 'Shin  Won Ho', 'Shin Hye Sun']","['WeTV', 'SBS VOD', 'Apple TV', 'Hulu', 'iQIYI', 'Viki']",The Legend,7.7,241,
"['comedy', 'romance', 'drama', 'fantasy']","['naive female lead', 'interspecies romance', 'evil stepmother', 'cohabitation', 'first love', 'greed', 'eccentric female lead', 'hidden identity', 'fated love', 'mother-son relationship ']",South Korea,20,"Nov 16, 2016","Jan 25, 2017","['wednesday', 'thursday']",['SBS'],60,8.3,60099,838,18,15+ - Teens 15 or older,"124,957","['Lee Min Ho', 'Jun Ji Hyun', 'Park Ji Il', 'Lee Hee Joon', 'Shin  Won Ho', 'Shin Hye Sun']","['WeTV', 'SBS VOD', 'Apple TV', 'Hulu', 'iQIYI', 'Viki']",The Legend of the Blue Sea,N/A,N/A,N/A
"['music', 'comedy', 'romance', 'youth']","['lying', 'entertainment industry', 'band', 'singing', 'bromance', 'adapted from a manga', 'secret', 'father-son relationship', 'scandal', 'forced break-up ']",South Korea,16,"Mar 20, 2017","May  9, 2017","['monday', 'tuesday']",['tvN'],68,7.5,17938,5969,246,15+ - Teens 15 or older,"40,421","['Lee Hyun Woo', 'Joy', 'Lee Jung Jin', 'Lee Seo Won', 'Hong Seo Young', 'Kim Sung Joo']","['Viki', 'WeTV', 'Tubi', 'K-DRAMA', 'iQIYI']",The Liar and His Lover,N/A,N/A,N/A
"['thriller', 'mystery', 'drama']","['missing person', 'political', 'car accident', 'detective fiction', 'detective male lead', 'smart female lead', 'smart male lead', 'strong female lead', 'investigation', 'suspense ']",South Korea,16,"Oct 12, 2019","Dec  1, 2019","['saturday', 'sunday']","['Netflix', 'OCN']",60,7.9,3272,2513,1469,15+ - Teens 15 or older,"9,444","['Lee Min Ki', 'Lee Yoo Young', 'Lee Joon Hyuk', 'Kim Shi Eun', 'Yoon Jong Seok', 'Ohn Joo Wan']",['Netflix'],The Lies Within,7.1,512,
"['romance', 'life', 'drama', 'melodrama']","['life lesson', 'family relationship', 'time loop', 'father-daughter relationship', 'time manipulation', 'mother-daughter relationship', 'poor male lead', 'double identity', 'poor female lead', 'first love ']",South Korea,12,"Feb 11, 2019","Mar 19, 2019","['monday', 'tuesday']","['jTBC', 'Viki']",60,8.2,8514,1533,468,15+ - Teens 15 or older,"25,693","['Han Ji Min', 'Kim Hye Ja', 'Nam Joo Hyuk', 'Son Ho Jun', 'Ahn Nae Sang', 'Lee Jung Eun']","['Disney+ Hotstar', 'Viki', 'Netflix', 'Hulu', 'iQIYI']",The Light in Your Eyes,7.8,"1,041",
"['comedy', 'romance', 'life', 'youth']","['friends to lovers', 'coming of age', 'first love', 'eccentric male lead', 'cohabitation', 'bromance', 'student female lead', 'student male lead', 'school setting', ""childhood friends' relationship ""]",South Korea,8," Jul 26, 2019",N/A,N/A,['Netflix'],50,7.7,19338,3900,292,15+ - Teens 15 or older,"36,342","['Kim Ji Soo', 'Jung Chae Yeon', 'Jung Jin Young', 'Choi Ri', 'Kang Tae Oh', 'Hong Ji Yoon']",['Netflix'],The Love Is Coming,N/A,N/A,N/A
"['comedy', 'romance', 'life']","['sexual innuendo', 'lgbtq+', 'multiple couples', 'bisexual male lead', 'multiple mains', 'older woman/younger man', 'gay romance', 'anthology', ""neighbors' relationship"", 'foodie female lead ']",South Korea,12,"Apr  2, 2015","Jun 25, 2015",['thursday'],['Mnet'],50,7.5,8946,5834,557,18+ Restricted (violence & profanity),"23,174","['Oh Jung Se', 'Ryu Hyun Kyung', 'Jung Joon Young', 'Choi Yeo Jin', 'Lee  Jae Joon', 'Terada Takuya']",[],The Lover,7.2,177,
"['action', 'comedy', 'romance', 'drama']","['prosecutor male lead', 'detective female lead', 'melodrama ']",South Korea,16,"May 20, 2015","Jul  9, 2015","['wednesday', 'thursday']",['KBS2'],70,7.0,1053,8517,3334,Not Yet Rated,"3,496","['Kim Sun Ah', 'Joo Sang Wook', 'Uhm Ki Joon', 'Hwang Sun Hee', 'Jeon Kwang Ryul', 'Hong Seok Cheon']","['KBS World', 'Viki', 'Kocowa']",The Man in the Mask,N/A,N/A,N/A
"['food', 'mystery', 'drama', 'melodrama']","['chef male lead', 'adapted from a manhwa', 'revenge', 'cooking', 'investigation ']",South Korea,20,"Apr 27, 2016","Jun 30, 2016","['wednesday', 'thursday']",['KBS2'],63,7.5,690,5754,4078,15+ - Teens 15 or older,"2,620","['Chun Jung Myung', 'Jo Jae Hyun', 'Jung Yoo Mi', 'Lee Sang Yeob', 'Gong Seung Yeon', 'Cha Sun Woo']","['Kocowa', 'Viki']",The Master of Revenge,7.8,43,
"['historical', 'drama']","['historical fiction', 'joseon dynasty ']",South Korea,90,"Oct 18, 1976","Jan 29, 1977","['monday', 'tuesday', 'wednesday', 'thursday', 'friday', 'saturday']",['MBC'],25,4.0,1,99999,99999,Not Yet Rated,10,"['Lee Dae Keun', 'Choi Bool Am', 'Jung Hye Sun', 'Jun Woon', 'Hyun Suk']",[],The Merchant,N/A,N/A,N/A
"['historical', 'business', 'melodrama', 'political']","['insider trading', 'manipulative male lead', 'sly male lead', 'separated family', 'noble sacrifice', 'wrongfully accused', 'scheme', 'jealousy', 'corruption', 'joseon dynasty ']",South Korea,41,"Sep 23, 2015","Feb 18, 2016","['wednesday', 'thursday']",['KBS2'],60,7.2,331,7725,5337,Not Yet Rated,"1,726","['Jang Hyuk', 'Kim Min Jung', 'Yoo Oh Sung', 'Han Chae Ah', 'Lee Deok Hwa', 'Park Eun Hye']","['Kocowa', 'Viki']",The Merchant: Gaekju 2015,8,65,
"['comedy', 'romance', 'drama', 'supernatural']","['body swap', 'entertainment industry', 'web series', 'musician female lead', 'singer female lead', 'idol female lead', 'short length series', ""sisters' relationship"", 'identity swap', 'sismance ']",South Korea,12,"Dec 12, 2016","Dec 23, 2016",N/A,['Naver TV Cast'],15,7.1,7152,8133,1090,15+ - Teens 15 or older,"12,895","['Hong Yoon Hwa', 'Kim Na Hyun', 'Kim Dong Hyun', 'Yang Hak Jin', 'Kim Ji Sung', 'New Sun']","['Viki', 'Netflix']",The Miracle,6.2,263,
"['comedy', 'romance', 'fantasy', 'melodrama']","['rags to riches', 'character development', 'second chance', 'spirit', 'detective supporting character', 'transmigration', 'supernatural ']",South Korea,18,"Apr  2, 2018","May 29, 2018","['monday', 'tuesday']",['KBS2'],60,8.0,1826,2109,2117,15+ - Teens 15 or older,"6,136","['Kim Myung Min', 'Kim Hyun Joo', 'Ra Mi Ran', 'Ko Chang Seok', 'Joseph Lee', 'Park Sung Geun']","['Kocowa', 'Viki']",The Miracle We Met,N/A,N/A,N/A
"['life', 'melodrama']","['neurological disorder', 'tearjerker', 'miniseries', ""alzheimer's disease"", 'terminal illness', 'family ']",South Korea,4,"Dec  9, 2017","Dec 17, 2017","['saturday', 'sunday']",['tvN'],70,8.2,612,1522,3621,15+ - Teens 15 or older,"3,117","['Won Mi Kyung', 'Yoo Dong Geun', 'Kim Young Ok', 'Choi Ji Woo', 'Choi Min Ho', 'Yoo Jae Myung']",['K-DRAMA'],The Most Beautiful Goodbye,N/A,N/A,N/A
"['music', 'romance', 'drama', 'melodrama']","['pre-produced', 'performing arts ']",South Korea,15,"Sep  2, 2011","Dec 16, 2011",['friday'],['SBS'],65,6.5,2249,9259,2695,15+ - Teens 15 or older,"4,625","['Gu Hye Seon', 'Park Ki Woong', 'Ki Eun Se', 'Choi Daniel', 'Ock Joo Hyun', 'Kim Si Woon']",[],The Musical,6.1,36,
"['mystery', 'horror', 'youth', 'supernatural']","['ghost', 'investigation', 'high school', 'suspense', 'student supporting character', 'student male lead', 'school setting', 'miniseries', 'web series', 'friendship ']",South Korea,8,"Nov 12, 2021","Dec 31, 2021",['friday'],N/A,20,8.4,2598,752,1959,Not Yet Rated,"6,740","['Choi Hyun Suk', 'Park Ji Hoon', 'Yoshi', 'Kim Jun Kyu', 'Mashiho', 'Yoon Jae Hyuk']",[],The Mysterious Class,N/A,N/A,N/A
"['romance', 'drama', 'melodrama']","['death of a husband', 'disapproving parent', 'rich female lead', 'soap opera', 'family relationship', 'poor female lead', 'jealousy', 'death', 'rags to riches', 'rich man/poor woman ']",South Korea,114,"Jan 13, 2014","Jul  4, 2014","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['jTBC'],40,7.3,124,51883,9687,15+ - Teens 15 or older,628,"['Seo Ji Hye', 'Jung Sung Woon', 'Hyun Woo Sung', 'Park Jung Ah', 'Lee Si Eon', 'Han Ye Won']",[],The Noblesse,N/A,N/A,N/A
"['mystery', 'romance', 'drama', 'melodrama']","['terminal illness', 'hospice care', 'orphan male lead', 'murder', 'investigation', 'skilled killer', 'death', 'tragic past', 'cynical male lead', 'insomnia ']",South Korea,16,"Dec 20, 2021","Feb  8, 2022","['monday', 'tuesday']",['jTBC'],70,7.9,3675,2925,952,15+ - Teens 15 or older,"14,792","['Ahn Eun Jin', 'Kim Kyung Nam', 'Kang Ye Won', 'Joy', 'Go Doo Shim', 'Jang Hyun Sung']","['Viki', 'Prime Video', 'TVING']",The One and Only,N/A,N/A,N/A
"['adventure', 'comedy', 'romance', 'life']","['filmed abroad', 'steamy kiss', 'multiple couples', 'vacation', 'nice male lead', 'tourism', 'misunderstanding', 'terminal illness', 'father-daughter relationship', 'second chance ']",South Korea,12,"Oct 13, 2017","Nov 18, 2017","['friday', 'saturday']",['jTBC'],60,8.1,6285,1901,805,15+ - Teens 15 or older,"17,049","['Jung Yong Hwa', 'Lee Yun Hee', 'Yoon Park', 'Choi  Woo Shik', 'Ha Shi Eun', 'Lee Ji Hyun']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'Viki']",The Package,7.5,420,
"['thriller', 'mystery', 'drama']","['motherhood', 'revenge', 'greed', 'jealousy', 'school bullying', 'multiple couples', 'rich male lead', 'school rivalry', 'high society', 'mother-daughter relationship ']",South Korea,21,"Oct 26, 2020","Jan  5, 2021","['monday', 'tuesday']",['SBS'],85,8.7,24361,217,166,15+ - Teens 15 or older,"51,639","['Lee Ji Ah', 'Kim So Yeon', 'Eugene', 'Uhm Ki Joon', 'Bong Tae Kyu', 'Shin Eun Kyung']","['Kocowa', 'Prime Video', 'iQIYI', 'Viki', 'WeTV']",The Penthouse: War in Life,7.9,"3,656",
"['action', 'historical', 'romance', 'political']","['forbidden love', 'power struggle', 'strong male lead', 'joseon dynasty', 'revenge', 'family pressure', 'strong female lead', 'death', 'fight for the throne', 'father-daughter relationship ']",South Korea,24,"Jul 20, 2011","Oct  6, 2011","['wednesday', 'thursday']",['KBS2'],65,8.4,8543,597,620,15+ - Teens 15 or older,"21,101","['Park Shi Hoo', 'Moon Chae Won', 'Kim Yeong Cheol', 'Song Jong Ho', 'Hong Soo Hyun', 'Lee Min Woo']","['Viki', 'Kocowa']",The Princess' Man,8.2,614,
"['comedy', 'romance', 'drama']","['entertainment industry', 'unrequited love', 'love triangle', 'boss-employee relationship', 'older woman/younger man', 'cohabitation', 'secondary couple', 'producer female lead', 'producer male lead', 'age gap [drama life] ']",South Korea,12,"May 15, 2015","Jun 20, 2015","['friday', 'saturday']",['KBS2'],85,7.5,15227,5603,274,15+ - Teens 15 or older,"37,726","['Cha Tae Hyun', 'Gong Hyo Jin', 'Kim Soo Hyun', 'IU', 'Kim Jong Kook', 'Na Young Hee']","['WeTV', 'Viki']",The Producers,7.3,"1,594",
"['romance', 'melodrama']","['soap opera', 'unexpected pregnancy', 'family relationship', 'separation at birth', 'miscarriage', 'birth secret', 'revenge ']",South Korea,102,"Feb  1, 2016","Jun 24, 2016","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.7,1000,4262,3544,15+ - Teens 15 or older,"3,211","['Seo Joon Young', 'Lee Yoo Ri', 'Song Jong Ho', 'Park Ha Na', 'Lee Jong Won', 'Yoon Bok In']",['KBS World'],The Promise,N/A,N/A,N/A
"['business', 'comedy', 'romance', 'drama']","['contract employee female lead', 'mdl remake', 'workplace setting', 'office setting', 'office worker female lead', 'arrogant male lead', 'food industry', 'workplace romance', 'hardworking female lead', 'impulsive male lead ']",South Korea,16,"Apr  1, 2013","May 21, 2013","['monday', 'tuesday']",['KBS2'],70,7.4,819,6361,3865,13+ - Teens 13 or older,"2,844","['Oh Ji Ho', 'Kim Hye Soo', 'Jung Yu Mi', 'Lee Hee Joon', 'Jeon Hye Bin', 'Jo Kwon']","['KBS Drama Classic', 'Viki', 'Kocowa']",The Queen of Office,7.8,73,
"['youth', 'drama']","['student supporting character', 'student female lead', 'student male lead', 'school setting', 'mdl remake', ""classmates' relationship"", 'child supporting character', 'child female lead', 'child male lead', 'teacher female lead ']",South Korea,16,"Jun 12, 2013","Aug  1, 2013","['wednesday', 'thursday']",['MBC'],65,7.9,1580,2477,2899,15+ - Teens 15 or older,"4,192","['Go Hyun Jung', 'Seo Shin Ae', 'Chun Bo Geun', 'Kim Hyang Gi ', 'Kim Sae Ron', 'Lee Young Yoo']",[],The Queen's Classroom,7.7,88,
"['romance', 'drama', 'melodrama']","['pregnancy', 'caring male lead', 'pretend relationship', 'contract relationship', 'family relationship', 'cohabitation', 'multiple couples', 'family pressure', 'lying', 'fake to real lovers ']",South Korea,50,"Mar 25, 2023","Sep 10, 2023","['saturday', 'sunday']","['KBS2', 'Netflix']",80,7.5,2926,5773,1182,15+ - Teens 15 or older,"11,799","['Baek Jin Hee', 'Ahn Jae Hyun', 'Cha Joo Young', 'Jung Eui Jae', 'Cha Hwa Yun', 'Kang Boo Ja']","['Viki', 'Kocowa']",The Real Has Come!,N/A,N/A,N/A
"['action', 'thriller', 'historical', 'romance']","['joseon dynasty', 'strong male lead', 'smart male lead', 'corruption', 'discrimination', 'bromance', 'superhuman strength', 'revenge', 'underdog', 'long lost sibling ']",South Korea,30,"Jan 30, 2017","May 16, 2017","['monday', 'tuesday']",['MBC'],60,8.5,5293,458,818,15+ - Teens 15 or older,"16,762","['Yoon Kyun Sang', 'Chae Soo Bin', 'Kim Ji Suk', 'Lee Ha Nee', 'Kim Sang Joong', 'Shim Hee Sub']","['Viki', 'Kocowa']",The Rebel,N/A,N/A,N/A
"['historical', 'romance', 'drama', 'melodrama']","['noble man/common woman', 'death', 'tearjerker', 'joseon dynasty', 'strong male lead', 'male chases female first', 'smart female lead', 'master-servant relationship', 'king male lead', 'power struggle ']",South Korea,17,"Nov 12, 2021","Jan  1, 2022","['friday', 'saturday']","['MBC', 'Viki']",80,8.8,16204,136,277,15+ - Teens 15 or older,"37,556","['Lee Jun Ho', 'Lee Se Young', 'Kang Hoon', 'Lee Deok Hwa', 'Park Ji Young', 'Jang Hee Jin']","['Apple TV', 'Viki']",The Red Sleeve,N/A,N/A,N/A
"['historical', 'drama']",['rivalry '],South Korea,16,"Jan  2, 2010","Feb 21, 2010","['saturday', 'sunday']",['KBS1'],50,7.0,75,57419,14018,15+ - Teens 15 or older,304,"['Cha In Pyo', 'Han Go Eun', 'Kim Sung Min', 'Jung Dong Hwan', 'Choi Il Hwa', 'Choi Woo Suk']",[],The Reputable Family,5.7,7,
"['drama', 'family', 'melodrama']","['sly female lead', 'weak female lead', 'soap opera ']",South Korea,125,"Jun  8, 2015","Dec 11, 2015","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.1,48,54886,12394,Not Yet Rated,390,"['Shin Da Eun', 'Lee Elijah', 'Jung Eun Woo', 'Kim Jin Woo', 'Jeon Mi Seon', 'Shim Hye Jin']",[],The Return of Hwang Geum-bok,7.9,11,
"['romance', 'drama', 'melodrama']","['father-daughter relationship', 'sismance', 'multiple couples', 'riches to rags', 'arranged marriage', ""childhood friends' relationship"", 'chauffeur supporting character', 'personal assistant supporting character', ""neighbors' relationship"", 'chef supporting character ']",South Korea,100,"Mar 25, 2018","Oct  7, 2018",['sunday'],['MBC'],30,7.5,517,5741,3521,15+ - Teens 15 or older,"3,239","['Kim Joo Hyun', 'Kim Ji Hoon', 'Lee Kyu Han', 'Hong Soo Hyun', 'Lee Seung Yeon', 'Kim Young Ok']","['Apple TV', 'Viki', 'Kocowa']",The Rich Son,N/A,N/A,N/A
"['romance', 'family']",[''],South Korea,120,"Jan 12, 2009","Jun 26, 2009","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],33,6.8,76,58991,13575,Not Yet Rated,326,"['Otani Ryohei', 'Lee Sang Woo', 'Jang Shin Young', 'Shim Hyung Tak', 'Park Hye Won', 'Chae So Young']",[],The Road Home,N/A,N/A,N/A
"['thriller', 'mystery', 'drama']","['rich female lead', 'greed', 'tough past', 'popular male lead', 'adapted from a novel', 'melodrama', 'suspense', 'investigation', 'ambition', 'guilt ']",South Korea,12,"Aug  4, 2021","Sep  9, 2021","['wednesday', 'thursday']",['tvN'],80,7.3,588,6895,4187,15+ - Teens 15 or older,"2,524","['Ji Jin Hee', 'Yoon Se Ah', 'Kim Hye Eun', 'Chun Ho Jin', 'Ahn Nae Sang', 'Kim Sung Soo']","['Viki', 'WeTV', 'TVING', 'iQIYI']",The Road: The Tragedy of One,N/A,N/A,N/A
